State,NAME,Year,Energy,value,INTPTLAT,INTPTLON
MS,Mississippi,2009,Geothermal,763,32.6864714,-89.6561377
MT,Montana,2009,Geothermal,275,47.051177,-109.6348174
NC,North Carolina,2009,Geothermal,826,35.53971,-79.1308636
ND,North Dakota,2009,Geothermal,804,47.442174,-100.4608258
NE,Nebraska,2009,Geothermal,1021,41.543305,-99.8118641
NH,New Hampshire,2009,Geothermal,25,43.6727945,-71.5841886
NJ,New Jersey,2009,Geothermal,398,40.1072744,-74.6652012
NM,New Mexico,2009,Geothermal,317,34.4346844,-106.131618
NV,Nevada,2009,Geothermal,6956,39.3310928,-116.6151469
NY,New York,2009,Geothermal,950,42.9133974,-75.5962723
OH,Ohio,2009,Geothermal,2875,40.4149297,-82.7119975
OK,Oklahoma,2009,Geothermal,21,35.5900815,-97.4867789
OR,Oregon,2009,Geothermal,1061,43.9717125,-120.6229578
PA,Pennsylvania,2009,Geothermal,1790,40.9046042,-77.8275233
RI,Rhode Island,2009,Geothermal,17,41.596485,-71.5264901
SC,South Carolina,2009,Geothermal,554,33.8741776,-80.8542639
SD,South Dakota,2009,Geothermal,1576,44.4467957,-100.2381762
TN,Tennessee,2009,Geothermal,182,35.85846,-86.3496339
TX,Texas,2009,Geothermal,2057,31.4347032,-99.2818238
UT,Utah,2009,Geothermal,1718,39.3349925,-111.6563326
VA,Virginia,2009,Geothermal,1392,37.5222512,-78.6681938
VT,Vermont,2009,Geothermal,25,44.0589536,-72.6710173
WA,Washington,2009,Geothermal,902,47.4073238,-120.5757999
WI,Wisconsin,2009,Geothermal,525,44.6309071,-89.7093916
WV,West Virginia,2009,Geothermal,27,38.6472854,-80.6183274
WY,Wyoming,2009,Geothermal,591,42.9896591,-107.5443922
AK,Alaska,2010,Geothermal,153,63.347356,-152.8397334
AL,Alabama,2010,Geothermal,138,32.7395785,-86.8434469
AR,Arkansas,2010,Geothermal,773,34.8955256,-92.4446262
AZ,Arizona,2010,Geothermal,339,34.2039362,-111.6063449
CA,California,2010,Geothermal,45046,37.1551773,-119.5434183
CO,Colorado,2010,Geothermal,721,38.9937669,-105.5087122
CT,Connecticut,2010,Geothermal,20,41.5798637,-72.7466572
DC,District of Columbia,2010,Geothermal,6,38.9042429,-77.0165243
DE,Delaware,2010,Geothermal,414,38.9985661,-75.441644
FL,Florida,2010,Geothermal,9516,28.3989775,-82.5143005
GA,Georgia,2010,Geothermal,300,32.6295789,-83.4235109
HI,Hawaii,2010,Geothermal,692,19.8281671,-155.4950421
IA,Iowa,2010,Geothermal,1170,42.0700227,-93.4933492
ID,Idaho,2010,Geothermal,1664,44.348422,-114.558854
IL,Illinois,2010,Geothermal,1965,40.1028754,-89.1526108
IN,Indiana,2010,Geothermal,4408,39.9013136,-86.2919129
KS,Kansas,2010,Geothermal,906,38.4985464,-98.3834298
KY,Kentucky,2010,Geothermal,2544,37.5336844,-85.2929801
LA,Louisiana,2010,Geothermal,1708,30.708319,-91.6046207
MA,Massachusetts,2010,Geothermal,764,42.1565196,-71.4895915
MD,Maryland,2010,Geothermal,548,38.9466584,-76.6744939
ME,Maine,2010,Geothermal,70,45.4092843,-68.666616
MI,Michigan,2010,Geothermal,4898,44.8441768,-85.6604907
MN,Minnesota,2010,Geothermal,1035,46.3159573,-94.1996043
MO,Missouri,2010,Geothermal,339,38.3507508,-92.456782
MS,Mississippi,2010,Geothermal,855,32.6864714,-89.6561377
MT,Montana,2010,Geothermal,279,47.051177,-109.6348174
NC,North Carolina,2010,Geothermal,931,35.53971,-79.1308636
ND,North Dakota,2010,Geothermal,906,47.442174,-100.4608258
NE,Nebraska,2010,Geothermal,1151,41.543305,-99.8118641
NH,New Hampshire,2010,Geothermal,28,43.6727945,-71.5841886
NJ,New Jersey,2010,Geothermal,448,40.1072744,-74.6652012
NM,New Mexico,2010,Geothermal,324,34.4346844,-106.131618
NV,Nevada,2010,Geothermal,8501,39.3310928,-116.6151469
NY,New York,2010,Geothermal,1070,42.9133974,-75.5962723
OH,Ohio,2010,Geothermal,3241,40.4149297,-82.7119975
OK,Oklahoma,2010,Geothermal,23,35.5900815,-97.4867789
OR,Oregon,2010,Geothermal,1114,43.9717125,-120.6229578
PA,Pennsylvania,2010,Geothermal,2018,40.9046042,-77.8275233
RI,Rhode Island,2010,Geothermal,20,41.596485,-71.5264901
SC,South Carolina,2010,Geothermal,624,33.8741776,-80.8542639
SD,South Dakota,2010,Geothermal,1716,44.4467957,-100.2381762
TN,Tennessee,2010,Geothermal,205,35.85846,-86.3496339
TX,Texas,2010,Geothermal,2316,31.4347032,-99.2818238
UT,Utah,2010,Geothermal,1692,39.3349925,-111.6563326
VA,Virginia,2010,Geothermal,1569,37.5222512,-78.6681938
VT,Vermont,2010,Geothermal,28,44.0589536,-72.6710173
WA,Washington,2010,Geothermal,1013,47.4073238,-120.5757999
WI,Wisconsin,2010,Geothermal,592,44.6309071,-89.7093916
WV,West Virginia,2010,Geothermal,31,38.6472854,-80.6183274
WY,Wyoming,2010,Geothermal,598,42.9896591,-107.5443922
AK,Alaska,2011,Geothermal,214,63.347356,-152.8397334
AL,Alabama,2011,Geothermal,135,32.7395785,-86.8434469
AR,Arkansas,2011,Geothermal,750,34.8955256,-92.4446262
AZ,Arizona,2011,Geothermal,345,34.2039362,-111.6063449
CA,California,2011,Geothermal,44961,37.1551773,-119.5434183
CO,Colorado,2011,Geothermal,741,38.9937669,-105.5087122
CT,Connecticut,2011,Geothermal,19,41.5798637,-72.7466572
DC,District of Columbia,2011,Geothermal,59,38.9042429,-77.0165243
DE,Delaware,2011,Geothermal,401,38.9985661,-75.441644
FL,Florida,2011,Geothermal,9799,28.3989775,-82.5143005
GA,Georgia,2011,Geothermal,291,32.6295789,-83.4235109
HI,Hawaii,2011,Geothermal,772,19.8281671,-155.4950421
IA,Iowa,2011,Geothermal,1359,42.0700227,-93.4933492
ID,Idaho,2011,Geothermal,1763,44.348422,-114.558854
IL,Illinois,2011,Geothermal,1905,40.1028754,-89.1526108
IN,Indiana,2011,Geothermal,4499,39.9013136,-86.2919129
KS,Kansas,2011,Geothermal,1005,38.4985464,-98.3834298
KY,Kentucky,2011,Geothermal,2700,37.5336844,-85.2929801
LA,Louisiana,2011,Geothermal,1891,30.708319,-91.6046207
MA,Massachusetts,2011,Geothermal,962,42.1565196,-71.4895915
MD,Maryland,2011,Geothermal,532,38.9466584,-76.6744939
ME,Maine,2011,Geothermal,68,45.4092843,-68.666616
MI,Michigan,2011,Geothermal,5088,44.8441768,-85.6604907
MN,Minnesota,2011,Geothermal,1003,46.3159573,-94.1996043
MO,Missouri,2011,Geothermal,329,38.3507508,-92.456782
MS,Mississippi,2011,Geothermal,1074,32.6864714,-89.6561377
MT,Montana,2011,Geothermal,403,47.051177,-109.6348174
NC,North Carolina,2011,Geothermal,903,35.53971,-79.1308636
ND,North Dakota,2011,Geothermal,1001,47.442174,-100.4608258
NE,Nebraska,2011,Geothermal,1195,41.543305,-99.8118641
NH,New Hampshire,2011,Geothermal,27,43.6727945,-71.5841886
NJ,New Jersey,2011,Geothermal,435,40.1072744,-74.6652012
NM,New Mexico,2011,Geothermal,442,34.4346844,-106.131618
NV,Nevada,2011,Geothermal,8890,39.3310928,-116.6151469
NY,New York,2011,Geothermal,1283,42.9133974,-75.5962723
OH,Ohio,2011,Geothermal,3372,40.4149297,-82.7119975
OK,Oklahoma,2011,Geothermal,23,35.5900815,-97.4867789
OR,Oregon,2011,Geothermal,1286,43.9717125,-120.6229578
PA,Pennsylvania,2011,Geothermal,2180,40.9046042,-77.8275233
RI,Rhode Island,2011,Geothermal,127,41.596485,-71.5264901
SC,South Carolina,2011,Geothermal,605,33.8741776,-80.8542639
SD,South Dakota,2011,Geothermal,1962,44.4467957,-100.2381762
TN,Tennessee,2011,Geothermal,199,35.85846,-86.3496339
TX,Texas,2011,Geothermal,2488,31.4347032,-99.2818238
UT,Utah,2011,Geothermal,1945,39.3349925,-111.6563326
VA,Virginia,2011,Geothermal,1764,37.5222512,-78.6681938
VT,Vermont,2011,Geothermal,27,44.0589536,-72.6710173
WA,Washington,2011,Geothermal,1262,47.4073238,-120.5757999
WI,Wisconsin,2011,Geothermal,574,44.6309071,-89.7093916
WV,West Virginia,2011,Geothermal,30,38.6472854,-80.6183274
WY,Wyoming,2011,Geothermal,670,42.9896591,-107.5443922
AK,Alaska,2012,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2012,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2012,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2012,Geothermal,345,34.2039362,-111.6063449
CA,California,2012,Geothermal,44853,37.1551773,-119.5434183
CO,Colorado,2012,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2012,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2012,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2012,Geothermal,430,38.9985661,-75.441644
FL,Florida,2012,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2012,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2012,Geothermal,898,19.8281671,-155.4950421
IA,Iowa,2012,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2012,Geothermal,1757,44.348422,-114.558854
IL,Illinois,2012,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2012,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2012,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2012,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2012,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2012,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2012,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2012,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2012,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2012,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2012,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2012,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2012,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2012,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2012,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2012,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2012,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2012,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2012,Geothermal,368,34.4346844,-106.131618
NV,Nevada,2012,Geothermal,9557,39.3310928,-116.6151469
NY,New York,2012,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2012,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2012,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2012,Geothermal,1320,43.9717125,-120.6229578
PA,Pennsylvania,2012,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2012,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2012,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2012,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2012,Geothermal,213,35.85846,-86.3496339
TX,Texas,2012,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2012,Geothermal,1950,39.3349925,-111.6563326
VA,Virginia,2012,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2012,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2012,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2012,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2012,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2012,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2013,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2013,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2013,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2013,Geothermal,345,34.2039362,-111.6063449
CA,California,2013,Geothermal,44129,37.1551773,-119.5434183
CO,Colorado,2013,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2013,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2013,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2013,Geothermal,430,38.9985661,-75.441644
FL,Florida,2013,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2013,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2013,Geothermal,946,19.8281671,-155.4950421
IA,Iowa,2013,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2013,Geothermal,1638,44.348422,-114.558854
IL,Illinois,2013,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2013,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2013,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2013,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2013,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2013,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2013,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2013,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2013,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2013,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2013,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2013,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2013,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2013,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2013,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2013,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2013,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2013,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2013,Geothermal,368,34.4346844,-106.131618
NV,Nevada,2013,Geothermal,10658,39.3310928,-116.6151469
NY,New York,2013,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2013,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2013,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2013,Geothermal,1794,43.9717125,-120.6229578
PA,Pennsylvania,2013,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2013,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2013,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2013,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2013,Geothermal,213,35.85846,-86.3496339
TX,Texas,2013,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2013,Geothermal,1896,39.3349925,-111.6563326
VA,Virginia,2013,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2013,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2013,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2013,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2013,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2013,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2014,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2014,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2014,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2014,Geothermal,345,34.2039362,-111.6063449
CA,California,2014,Geothermal,43430,37.1551773,-119.5434183
CO,Colorado,2014,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2014,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2014,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2014,Geothermal,430,38.9985661,-75.441644
FL,Florida,2014,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2014,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2014,Geothermal,874,19.8281671,-155.4950421
IA,Iowa,2014,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2014,Geothermal,1771,44.348422,-114.558854
IL,Illinois,2014,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2014,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2014,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2014,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2014,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2014,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2014,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2014,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2014,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2014,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2014,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2014,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2014,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2014,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2014,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2014,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2014,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2014,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2014,Geothermal,398,34.4346844,-106.131618
NV,Nevada,2014,Geothermal,10858,39.3310928,-116.6151469
NY,New York,2014,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2014,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2014,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2014,Geothermal,1858,43.9717125,-120.6229578
PA,Pennsylvania,2014,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2014,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2014,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2014,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2014,Geothermal,213,35.85846,-86.3496339
TX,Texas,2014,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2014,Geothermal,2588,39.3349925,-111.6563326
VA,Virginia,2014,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2014,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2014,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2014,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2014,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2014,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2015,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2015,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2015,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2015,Geothermal,345,34.2039362,-111.6063449
CA,California,2015,Geothermal,42684,37.1551773,-119.5434183
CO,Colorado,2015,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2015,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2015,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2015,Geothermal,430,38.9985661,-75.441644
FL,Florida,2015,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2015,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2015,Geothermal,794,19.8281671,-155.4950421
IA,Iowa,2015,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2015,Geothermal,1760,44.348422,-114.558854
IL,Illinois,2015,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2015,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2015,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2015,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2015,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2015,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2015,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2015,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2015,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2015,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2015,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2015,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2015,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2015,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2015,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2015,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2015,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2015,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2015,Geothermal,401,34.4346844,-106.131618
NV,Nevada,2015,Geothermal,12161,39.3310928,-116.6151469
NY,New York,2015,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2015,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2015,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2015,Geothermal,1842,43.9717125,-120.6229578
PA,Pennsylvania,2015,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2015,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2015,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2015,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2015,Geothermal,213,35.85846,-86.3496339
TX,Texas,2015,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2015,Geothermal,2274,39.3349925,-111.6563326
VA,Virginia,2015,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2015,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2015,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2015,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2015,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2015,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2016,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2016,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2016,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2016,Geothermal,345,34.2039362,-111.6063449
CA,California,2016,Geothermal,41231,37.1551773,-119.5434183
CO,Colorado,2016,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2016,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2016,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2016,Geothermal,430,38.9985661,-75.441644
FL,Florida,2016,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2016,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2016,Geothermal,895,19.8281671,-155.4950421
IA,Iowa,2016,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2016,Geothermal,1748,44.348422,-114.558854
IL,Illinois,2016,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2016,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2016,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2016,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2016,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2016,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2016,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2016,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2016,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2016,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2016,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2016,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2016,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2016,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2016,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2016,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2016,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2016,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2016,Geothermal,416,34.4346844,-106.131618
NV,Nevada,2016,Geothermal,12990,39.3310928,-116.6151469
NY,New York,2016,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2016,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2016,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2016,Geothermal,1859,43.9717125,-120.6229578
PA,Pennsylvania,2016,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2016,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2016,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2016,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2016,Geothermal,213,35.85846,-86.3496339
TX,Texas,2016,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2016,Geothermal,2463,39.3349925,-111.6563326
VA,Virginia,2016,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2016,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2016,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2016,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2016,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2016,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2017,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2017,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2017,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2017,Geothermal,345,34.2039362,-111.6063449
CA,California,2017,Geothermal,41580,37.1551773,-119.5434183
CO,Colorado,2017,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2017,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2017,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2017,Geothermal,430,38.9985661,-75.441644
FL,Florida,2017,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2017,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2017,Geothermal,1108,19.8281671,-155.4950421
IA,Iowa,2017,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2017,Geothermal,1790,44.348422,-114.558854
IL,Illinois,2017,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2017,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2017,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2017,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2017,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2017,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2017,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2017,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2017,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2017,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2017,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2017,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2017,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2017,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2017,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2017,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2017,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2017,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2017,Geothermal,412,34.4346844,-106.131618
NV,Nevada,2017,Geothermal,12780,39.3310928,-116.6151469
NY,New York,2017,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2017,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2017,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2017,Geothermal,1827,43.9717125,-120.6229578
PA,Pennsylvania,2017,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2017,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2017,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2017,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2017,Geothermal,213,35.85846,-86.3496339
TX,Texas,2017,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2017,Geothermal,2449,39.3349925,-111.6563326
