State,NAME,Year,Energy,value,INTPTLAT,INTPTLON
WY,Wyoming,2010,Solar,3,42.9896591,-107.5443922
AK,Alaska,2011,Solar,3,63.347356,-152.8397334
AL,Alabama,2011,Solar,67,32.7395785,-86.8434469
AR,Arkansas,2011,Solar,68,34.8955256,-92.4446262
AZ,Arizona,2011,Solar,4524,34.2039362,-111.6063449
CA,California,2011,Solar,24908,37.1551773,-119.5434183
CO,Colorado,2011,Solar,1144,38.9937669,-105.5087122
CT,Connecticut,2011,Solar,968,41.5798637,-72.7466572
DC,District of Columbia,2011,Solar,67,38.9042429,-77.0165243
DE,Delaware,2011,Solar,151,38.9985661,-75.441644
FL,Florida,2011,Solar,24856,28.3989775,-82.5143005
GA,Georgia,2011,Solar,372,32.6295789,-83.4235109
HI,Hawaii,2011,Solar,2151,19.8281671,-155.4950421
IA,Iowa,2011,Solar,34,42.0700227,-93.4933492
ID,Idaho,2011,Solar,24,44.348422,-114.558854
IL,Illinois,2011,Solar,1192,40.1028754,-89.1526108
IN,Indiana,2011,Solar,145,39.9013136,-86.2919129
KS,Kansas,2011,Solar,26,38.4985464,-98.3834298
KY,Kentucky,2011,Solar,70,37.5336844,-85.2929801
LA,Louisiana,2011,Solar,112,30.708319,-91.6046207
MA,Massachusetts,2011,Solar,529,42.1565196,-71.4895915
MD,Maryland,2011,Solar,251,38.9466584,-76.6744939
ME,Maine,2011,Solar,136,45.4092843,-68.666616
MI,Michigan,2011,Solar,488,44.8441768,-85.6604907
MN,Minnesota,2011,Solar,208,46.3159573,-94.1996043
MO,Missouri,2011,Solar,35,38.3507508,-92.456782
MS,Mississippi,2011,Solar,14,32.6864714,-89.6561377
MT,Montana,2011,Solar,16,47.051177,-109.6348174
NC,North Carolina,2011,Solar,357,35.53971,-79.1308636
ND,North Dakota,2011,Solar,4,47.442174,-100.4608258
NE,Nebraska,2011,Solar,28,41.543305,-99.8118641
NH,New Hampshire,2011,Solar,76,43.6727945,-71.5841886
NJ,New Jersey,2011,Solar,3655,40.1072744,-74.6652012
NM,New Mexico,2011,Solar,715,34.4346844,-106.131618
NV,Nevada,2011,Solar,2097,39.3310928,-116.6151469
NY,New York,2011,Solar,1511,42.9133974,-75.5962723
OH,Ohio,2011,Solar,354,40.4149297,-82.7119975
OK,Oklahoma,2011,Solar,27,35.5900815,-97.4867789
OR,Oregon,2011,Solar,1386,43.9717125,-120.6229578
PA,Pennsylvania,2011,Solar,1294,40.9046042,-77.8275233
RI,Rhode Island,2011,Solar,59,41.596485,-71.5264901
SC,South Carolina,2011,Solar,36,33.8741776,-80.8542639
SD,South Dakota,2011,Solar,5,44.4467957,-100.2381762
TN,Tennessee,2011,Solar,35,35.85846,-86.3496339
TX,Texas,2011,Solar,786,31.4347032,-99.2818238
UT,Utah,2011,Solar,73,39.3349925,-111.6563326
VA,Virginia,2011,Solar,503,37.5222512,-78.6681938
VT,Vermont,2011,Solar,113,44.0589536,-72.6710173
WA,Washington,2011,Solar,144,47.4073238,-120.5757999
WI,Wisconsin,2011,Solar,255,44.6309071,-89.7093916
WV,West Virginia,2011,Solar,50,38.6472854,-80.6183274
WY,Wyoming,2011,Solar,3,42.9896591,-107.5443922
AK,Alaska,2012,Solar,3,63.347356,-152.8397334
AL,Alabama,2012,Solar,71,32.7395785,-86.8434469
AR,Arkansas,2012,Solar,75,34.8955256,-92.4446262
AZ,Arizona,2012,Solar,8337,34.2039362,-111.6063449
CA,California,2012,Solar,29584,37.1551773,-119.5434183
CO,Colorado,2012,Solar,1526,38.9937669,-105.5087122
CT,Connecticut,2012,Solar,1022,41.5798637,-72.7466572
DC,District of Columbia,2012,Solar,81,38.9042429,-77.0165243
DE,Delaware,2012,Solar,233,38.9985661,-75.441644
FL,Florida,2012,Solar,25873,28.3989775,-82.5143005
GA,Georgia,2012,Solar,451,32.6295789,-83.4235109
HI,Hawaii,2012,Solar,2696,19.8281671,-155.4950421
IA,Iowa,2012,Solar,39,42.0700227,-93.4933492
ID,Idaho,2012,Solar,30,44.348422,-114.558854
IL,Illinois,2012,Solar,1300,40.1028754,-89.1526108
IN,Indiana,2012,Solar,154,39.9013136,-86.2919129
KS,Kansas,2012,Solar,30,38.4985464,-98.3834298
KY,Kentucky,2012,Solar,74,37.5336844,-85.2929801
LA,Louisiana,2012,Solar,169,30.708319,-91.6046207
MA,Massachusetts,2012,Solar,1031,42.1565196,-71.4895915
MD,Maryland,2012,Solar,551,38.9466584,-76.6744939
ME,Maine,2012,Solar,157,45.4092843,-68.666616
MI,Michigan,2012,Solar,559,44.8441768,-85.6604907
MN,Minnesota,2012,Solar,231,46.3159573,-94.1996043
MO,Missouri,2012,Solar,96,38.3507508,-92.456782
MS,Mississippi,2012,Solar,14,32.6864714,-89.6561377
MT,Montana,2012,Solar,36,47.051177,-109.6348174
NC,North Carolina,2012,Solar,856,35.53971,-79.1308636
ND,North Dakota,2012,Solar,5,47.442174,-100.4608258
NE,Nebraska,2012,Solar,29,41.543305,-99.8118641
NH,New Hampshire,2012,Solar,87,43.6727945,-71.5841886
NJ,New Jersey,2012,Solar,5858,40.1072744,-74.6652012
NM,New Mexico,2012,Solar,1499,34.4346844,-106.131618
NV,Nevada,2012,Solar,2789,39.3310928,-116.6151469
NY,New York,2012,Solar,1917,42.9133974,-75.5962723
OH,Ohio,2012,Solar,568,40.4149297,-82.7119975
OK,Oklahoma,2012,Solar,30,35.5900815,-97.4867789
OR,Oregon,2012,Solar,1497,43.9717125,-120.6229578
PA,Pennsylvania,2012,Solar,1513,40.9046042,-77.8275233
RI,Rhode Island,2012,Solar,77,41.596485,-71.5264901
SC,South Carolina,2012,Solar,39,33.8741776,-80.8542639
SD,South Dakota,2012,Solar,5,44.4467957,-100.2381762
TN,Tennessee,2012,Solar,78,35.85846,-86.3496339
TX,Texas,2012,Solar,1206,31.4347032,-99.2818238
UT,Utah,2012,Solar,105,39.3349925,-111.6563326
VA,Virginia,2012,Solar,540,37.5222512,-78.6681938
VT,Vermont,2012,Solar,154,44.0589536,-72.6710173
WA,Washington,2012,Solar,170,47.4073238,-120.5757999
WI,Wisconsin,2012,Solar,289,44.6309071,-89.7093916
WV,West Virginia,2012,Solar,58,38.6472854,-80.6183274
WY,Wyoming,2012,Solar,6,42.9896591,-107.5443922
AK,Alaska,2013,Solar,3,63.347356,-152.8397334
AL,Alabama,2013,Solar,79,32.7395785,-86.8434469
AR,Arkansas,2013,Solar,79,34.8955256,-92.4446262
AZ,Arizona,2013,Solar,13277,34.2039362,-111.6063449
CA,California,2013,Solar,41442,37.1551773,-119.5434183
CO,Colorado,2013,Solar,2039,38.9937669,-105.5087122
CT,Connecticut,2013,Solar,1156,41.5798637,-72.7466572
DC,District of Columbia,2013,Solar,93,38.9042429,-77.0165243
DE,Delaware,2013,Solar,385,38.9985661,-75.441644
FL,Florida,2013,Solar,26639,28.3989775,-82.5143005
GA,Georgia,2013,Solar,675,32.6295789,-83.4235109
HI,Hawaii,2013,Solar,3391,19.8281671,-155.4950421
IA,Iowa,2013,Solar,54,42.0700227,-93.4933492
ID,Idaho,2013,Solar,37,44.348422,-114.558854
IL,Illinois,2013,Solar,1404,40.1028754,-89.1526108
IN,Indiana,2013,Solar,266,39.9013136,-86.2919129
KS,Kansas,2013,Solar,37,38.4985464,-98.3834298
KY,Kentucky,2013,Solar,109,37.5336844,-85.2929801
LA,Louisiana,2013,Solar,296,30.708319,-91.6046207
MA,Massachusetts,2013,Solar,1882,42.1565196,-71.4895915
MD,Maryland,2013,Solar,874,38.9466584,-76.6744939
ME,Maine,2013,Solar,185,45.4092843,-68.666616
MI,Michigan,2013,Solar,579,44.8441768,-85.6604907
MN,Minnesota,2013,Solar,252,46.3159573,-94.1996043
MO,Missouri,2013,Solar,207,38.3507508,-92.456782
MS,Mississippi,2013,Solar,21,32.6864714,-89.6561377
MT,Montana,2013,Solar,47,47.051177,-109.6348174
NC,North Carolina,2013,Solar,1654,35.53971,-79.1308636
ND,North Dakota,2013,Solar,5,47.442174,-100.4608258
NE,Nebraska,2013,Solar,31,41.543305,-99.8118641
NH,New Hampshire,2013,Solar,104,43.6727945,-71.5841886
NJ,New Jersey,2013,Solar,7137,40.1072744,-74.6652012
NM,New Mexico,2013,Solar,1813,34.4346844,-106.131618
NV,Nevada,2013,Solar,3785,39.3310928,-116.6151469
NY,New York,2013,Solar,2199,42.9133974,-75.5962723
OH,Ohio,2013,Solar,652,40.4149297,-82.7119975
OK,Oklahoma,2013,Solar,34,35.5900815,-97.4867789
OR,Oregon,2013,Solar,1604,43.9717125,-120.6229578
PA,Pennsylvania,2013,Solar,1716,40.9046042,-77.8275233
RI,Rhode Island,2013,Solar,84,41.596485,-71.5264901
SC,South Carolina,2013,Solar,42,33.8741776,-80.8542639
SD,South Dakota,2013,Solar,5,44.4467957,-100.2381762
TN,Tennessee,2013,Solar,276,35.85846,-86.3496339
TX,Texas,2013,Solar,1515,31.4347032,-99.2818238
UT,Utah,2013,Solar,138,39.3349925,-111.6563326
VA,Virginia,2013,Solar,561,37.5222512,-78.6681938
VT,Vermont,2013,Solar,221,44.0589536,-72.6710173
WA,Washington,2013,Solar,198,47.4073238,-120.5757999
WI,Wisconsin,2013,Solar,298,44.6309071,-89.7093916
WV,West Virginia,2013,Solar,62,38.6472854,-80.6183274
WY,Wyoming,2013,Solar,10,42.9896591,-107.5443922
AK,Alaska,2014,Solar,3,63.347356,-152.8397334
AL,Alabama,2014,Solar,81,32.7395785,-86.8434469
AR,Arkansas,2014,Solar,81,34.8955256,-92.4446262
AZ,Arizona,2014,Solar,17693,34.2039362,-111.6063449
CA,California,2014,Solar,67394,37.1551773,-119.5434183
CO,Colorado,2014,Solar,2348,38.9937669,-105.5087122
CT,Connecticut,2014,Solar,1399,41.5798637,-72.7466572
DC,District of Columbia,2014,Solar,106,38.9042429,-77.0165243
DE,Delaware,2014,Solar,451,38.9985661,-75.441644
FL,Florida,2014,Solar,27556,28.3989775,-82.5143005
GA,Georgia,2014,Solar,1064,32.6295789,-83.4235109
HI,Hawaii,2014,Solar,3953,19.8281671,-155.4950421
IA,Iowa,2014,Solar,119,42.0700227,-93.4933492
ID,Idaho,2014,Solar,37,44.348422,-114.558854
IL,Illinois,2014,Solar,1458,40.1028754,-89.1526108
IN,Indiana,2014,Solar,525,39.9013136,-86.2919129
KS,Kansas,2014,Solar,37,38.4985464,-98.3834298
KY,Kentucky,2014,Solar,111,37.5336844,-85.2929801
LA,Louisiana,2014,Solar,444,30.708319,-91.6046207
MA,Massachusetts,2014,Solar,3469,42.1565196,-71.4895915
MD,Maryland,2014,Solar,1309,38.9466584,-76.6744939
ME,Maine,2014,Solar,190,45.4092843,-68.666616
MI,Michigan,2014,Solar,605,44.8441768,-85.6604907
MN,Minnesota,2014,Solar,280,46.3159573,-94.1996043
MO,Missouri,2014,Solar,447,38.3507508,-92.456782
MS,Mississippi,2014,Solar,21,32.6864714,-89.6561377
MT,Montana,2014,Solar,48,47.051177,-109.6348174
NC,North Carolina,2014,Solar,3002,35.53971,-79.1308636
ND,North Dakota,2014,Solar,5,47.442174,-100.4608258
NE,Nebraska,2014,Solar,32,41.543305,-99.8118641
NH,New Hampshire,2014,Solar,119,43.6727945,-71.5841886
NJ,New Jersey,2014,Solar,8169,40.1072744,-74.6652012
NM,New Mexico,2014,Solar,2364,34.4346844,-106.131618
NV,Nevada,2014,Solar,4837,39.3310928,-116.6151469
NY,New York,2014,Solar,2730,42.9133974,-75.5962723
OH,Ohio,2014,Solar,733,40.4149297,-82.7119975
OK,Oklahoma,2014,Solar,35,35.5900815,-97.4867789
OR,Oregon,2014,Solar,1691,43.9717125,-120.6229578
PA,Pennsylvania,2014,Solar,1791,40.9046042,-77.8275233
RI,Rhode Island,2014,Solar,112,41.596485,-71.5264901
SC,South Carolina,2014,Solar,64,33.8741776,-80.8542639
SD,South Dakota,2014,Solar,7,44.4467957,-100.2381762
TN,Tennessee,2014,Solar,325,35.85846,-86.3496339
TX,Texas,2014,Solar,2096,31.4347032,-99.2818238
UT,Utah,2014,Solar,192,39.3349925,-111.6563326
VA,Virginia,2014,Solar,595,37.5222512,-78.6681938
VT,Vermont,2014,Solar,282,44.0589536,-72.6710173
WA,Washington,2014,Solar,248,47.4073238,-120.5757999
WI,Wisconsin,2014,Solar,318,44.6309071,-89.7093916
WV,West Virginia,2014,Solar,63,38.6472854,-80.6183274
WY,Wyoming,2014,Solar,10,42.9896591,-107.5443922
AK,Alaska,2015,Solar,3,63.347356,-152.8397334
AL,Alabama,2015,Solar,82,32.7395785,-86.8434469
AR,Arkansas,2015,Solar,87,34.8955256,-92.4446262
AZ,Arizona,2015,Solar,19718,34.2039362,-111.6063449
CA,California,2015,Solar,88805,37.1551773,-119.5434183
CO,Colorado,2015,Solar,2474,38.9937669,-105.5087122
CT,Connecticut,2015,Solar,1675,41.5798637,-72.7466572
DC,District of Columbia,2015,Solar,112,38.9042429,-77.0165243
DE,Delaware,2015,Solar,475,38.9985661,-75.441644
FL,Florida,2015,Solar,27890,28.3989775,-82.5143005
GA,Georgia,2015,Solar,1105,32.6295789,-83.4235109
HI,Hawaii,2015,Solar,4302,19.8281671,-155.4950421
IA,Iowa,2015,Solar,177,42.0700227,-93.4933492
ID,Idaho,2015,Solar,44,44.348422,-114.558854
IL,Illinois,2015,Solar,1488,40.1028754,-89.1526108
IN,Indiana,2015,Solar,720,39.9013136,-86.2919129
KS,Kansas,2015,Solar,49,38.4985464,-98.3834298
KY,Kentucky,2015,Solar,116,37.5336844,-85.2929801
LA,Louisiana,2015,Solar,615,30.708319,-91.6046207
MA,Massachusetts,2015,Solar,4776,42.1565196,-71.4895915
MD,Maryland,2015,Solar,1674,38.9466584,-76.6744939
ME,Maine,2015,Solar,211,45.4092843,-68.666616
MI,Michigan,2015,Solar,624,44.8441768,-85.6604907
MN,Minnesota,2015,Solar,305,46.3159573,-94.1996043
MO,Missouri,2015,Solar,585,38.3507508,-92.456782
MS,Mississippi,2015,Solar,19,32.6864714,-89.6561377
MT,Montana,2015,Solar,37,47.051177,-109.6348174
NC,North Carolina,2015,Solar,5246,35.53971,-79.1308636
ND,North Dakota,2015,Solar,5,47.442174,-100.4608258
NE,Nebraska,2015,Solar,33,41.543305,-99.8118641
NH,New Hampshire,2015,Solar,152,43.6727945,-71.5841886
NJ,New Jersey,2015,Solar,8783,40.1072744,-74.6652012
NM,New Mexico,2015,Solar,2784,34.4346844,-106.131618
NV,Nevada,2015,Solar,7326,39.3310928,-116.6151469
NY,New York,2015,Solar,3659,42.9133974,-75.5962723
OH,Ohio,2015,Solar,785,40.4149297,-82.7119975
OK,Oklahoma,2015,Solar,44,35.5900815,-97.4867789
OR,Oregon,2015,Solar,1746,43.9717125,-120.6229578
PA,Pennsylvania,2015,Solar,1837,40.9046042,-77.8275233
RI,Rhode Island,2015,Solar,135,41.596485,-71.5264901
SC,South Carolina,2015,Solar,73,33.8741776,-80.8542639
SD,South Dakota,2015,Solar,7,44.4467957,-100.2381762
TN,Tennessee,2015,Solar,491,35.85846,-86.3496339
TX,Texas,2015,Solar,2710,31.4347032,-99.2818238
UT,Utah,2015,Solar,396,39.3349925,-111.6563326
VA,Virginia,2015,Solar,628,37.5222512,-78.6681938
VT,Vermont,2015,Solar,440,44.0589536,-72.6710173
WA,Washington,2015,Solar,316,47.4073238,-120.5757999
WI,Wisconsin,2015,Solar,334,44.6309071,-89.7093916
WV,West Virginia,2015,Solar,67,38.6472854,-80.6183274
WY,Wyoming,2015,Solar,11,42.9896591,-107.5443922
AK,Alaska,2016,Solar,7,63.347356,-152.8397334
AL,Alabama,2016,Solar,205,32.7395785,-86.8434469
AR,Arkansas,2016,Solar,179,34.8955256,-92.4446262
AZ,Arizona,2016,Solar,21605,34.2039362,-111.6063449
CA,California,2016,Solar,110181,37.1551773,-119.5434183
CO,Colorado,2016,Solar,3694,38.9937669,-105.5087122
CT,Connecticut,2016,Solar,2123,41.5798637,-72.7466572
DC,District of Columbia,2016,Solar,110,38.9042429,-77.0165243
DE,Delaware,2016,Solar,443,38.9985661,-75.441644
FL,Florida,2016,Solar,28347,28.3989775,-82.5143005
GA,Georgia,2016,Solar,3996,32.6295789,-83.4235109
HI,Hawaii,2016,Solar,4875,19.8281671,-155.4950421
IA,Iowa,2016,Solar,240,42.0700227,-93.4933492
ID,Idaho,2016,Solar,159,44.348422,-114.558854
IL,Illinois,2016,Solar,1534,40.1028754,-89.1526108
IN,Indiana,2016,Solar,977,39.9013136,-86.2919129
KS,Kansas,2016,Solar,64,38.4985464,-98.3834298
KY,Kentucky,2016,Solar,179,37.5336844,-85.2929801
LA,Louisiana,2016,Solar,742,30.708319,-91.6046207
MA,Massachusetts,2016,Solar,6653,42.1565196,-71.4895915
MD,Maryland,2016,Solar,2598,38.9466584,-76.6744939
ME,Maine,2016,Solar,248,45.4092843,-68.666616
MI,Michigan,2016,Solar,715,44.8441768,-85.6604907
MN,Minnesota,2016,Solar,371,46.3159573,-94.1996043
MO,Missouri,2016,Solar,714,38.3507508,-92.456782
MS,Mississippi,2016,Solar,36,32.6864714,-89.6561377
MT,Montana,2016,Solar,46,47.051177,-109.6348174
NC,North Carolina,2016,Solar,12512,35.53971,-79.1308636
ND,North Dakota,2016,Solar,5,47.442174,-100.4608258
NE,Nebraska,2016,Solar,51,41.543305,-99.8118641
NH,New Hampshire,2016,Solar,247,43.6727945,-71.5841886
NJ,New Jersey,2016,Solar,9340,40.1072744,-74.6652012
NM,New Mexico,2016,Solar,3302,34.4346844,-106.131618
NV,Nevada,2016,Solar,12976,39.3310928,-116.6151469
NY,New York,2016,Solar,4778,42.9133974,-75.5962723
OH,Ohio,2016,Solar,865,40.4149297,-82.7119975
OK,Oklahoma,2016,Solar,60,35.5900815,-97.4867789
OR,Oregon,2016,Solar,2021,43.9717125,-120.6229578
PA,Pennsylvania,2016,Solar,1968,40.9046042,-77.8275233
RI,Rhode Island,2016,Solar,192,41.596485,-71.5264901
SC,South Carolina,2016,Solar,174,33.8741776,-80.8542639
SD,South Dakota,2016,Solar,9,44.4467957,-100.2381762
TN,Tennessee,2016,Solar,589,35.85846,-86.3496339
TX,Texas,2016,Solar,4415,31.4347032,-99.2818238
UT,Utah,2016,Solar,4164,39.3349925,-111.6563326
VA,Virginia,2016,Solar,744,37.5222512,-78.6681938
VT,Vermont,2016,Solar,551,44.0589536,-72.6710173
WA,Washington,2016,Solar,433,47.4073238,-120.5757999
WI,Wisconsin,2016,Solar,366,44.6309071,-89.7093916
WV,West Virginia,2016,Solar,71,38.6472854,-80.6183274
WY,Wyoming,2016,Solar,14,42.9896591,-107.5443922
AK,Alaska,2017,Solar,10,63.347356,-152.8397334
AL,Alabama,2017,Solar,717,32.7395785,-86.8434469
AR,Arkansas,2017,Solar,206,34.8955256,-92.4446262
AZ,Arizona,2017,Solar,26670,34.2039362,-111.6063449
CA,California,2017,Solar,137566,37.1551773,-119.5434183
CO,Colorado,2017,Solar,5358,38.9937669,-105.5087122
CT,Connecticut,2017,Solar,2492,41.5798637,-72.7466572
DC,District of Columbia,2017,Solar,179,38.9042429,-77.0165243
DE,Delaware,2017,Solar,527,38.9985661,-75.441644
FL,Florida,2017,Solar,31409,28.3989775,-82.5143005
GA,Georgia,2017,Solar,7881,32.6295789,-83.4235109
HI,Hawaii,2017,Solar,5930,19.8281671,-155.4950421
IA,Iowa,2017,Solar,359,42.0700227,-93.4933492
ID,Idaho,2017,Solar,1646,44.348422,-114.558854
IL,Illinois,2017,Solar,1643,40.1028754,-89.1526108
IN,Indiana,2017,Solar,1218,39.9013136,-86.2919129
KS,Kansas,2017,Solar,103,38.4985464,-98.3834298
KY,Kentucky,2017,Solar,223,37.5336844,-85.2929801
LA,Louisiana,2017,Solar,784,30.708319,-91.6046207
MA,Massachusetts,2017,Solar,8165,42.1565196,-71.4895915
MD,Maryland,2017,Solar,3535,38.9466584,-76.6744939
ME,Maine,2017,Solar,309,45.4092843,-68.666616
MI,Michigan,2017,Solar,945,44.8441768,-85.6604907
MN,Minnesota,2017,Solar,2449,46.3159573,-94.1996043
MO,Missouri,2017,Solar,922,38.3507508,-92.456782
MS,Mississippi,2017,Solar,343,32.6864714,-89.6561377
MT,Montana,2017,Solar,107,47.051177,-109.6348174
NC,North Carolina,2017,Solar,18355,35.53971,-79.1308636
ND,North Dakota,2017,Solar,5,47.442174,-100.4608258
NE,Nebraska,2017,Solar,100,41.543305,-99.8118641
NH,New Hampshire,2017,Solar,370,43.6727945,-71.5841886
NJ,New Jersey,2017,Solar,10625,40.1072744,-74.6652012
NM,New Mexico,2017,Solar,4972,34.4346844,-106.131618
NV,Nevada,2017,Solar,16619,39.3310928,-116.6151469
NY,New York,2017,Solar,6003,42.9133974,-75.5962723
OH,Ohio,2017,Solar,1077,40.4149297,-82.7119975
OK,Oklahoma,2017,Solar,159,35.5900815,-97.4867789
OR,Oregon,2017,Solar,2664,43.9717125,-120.6229578
PA,Pennsylvania,2017,Solar,2206,40.9046042,-77.8275233
RI,Rhode Island,2017,Solar,278,41.596485,-71.5264901
SC,South Carolina,2017,Solar,777,33.8741776,-80.8542639
SD,South Dakota,2017,Solar,15,44.4467957,-100.2381762
TN,Tennessee,2017,Solar,640,35.85846,-86.3496339
TX,Texas,2017,Solar,9692,31.4347032,-99.2818238
UT,Utah,2017,Solar,8592,39.3349925,-111.6563326
VA,Virginia,2017,Solar,1836,37.5222512,-78.6681938
VT,Vermont,2017,Solar,810,44.0589536,-72.6710173
WA,Washington,2017,Solar,526,47.4073238,-120.5757999
WI,Wisconsin,2017,Solar,506,44.6309071,-89.7093916
WV,West Virginia,2017,Solar,80,38.6472854,-80.6183274
WY,Wyoming,2017,Solar,18,42.9896591,-107.5443922
AK,Alaska,2018,Solar,13,63.347356,-152.8397334
AL,Alabama,2018,Solar,1330,32.7395785,-86.8434469
AR,Arkansas,2018,Solar,836,34.8955256,-92.4446262
AZ,Arizona,2018,Solar,28624,34.2039362,-111.6063449
CA,California,2018,Solar,154475,37.1551773,-119.5434183
CO,Colorado,2018,Solar,5929,38.9937669,-105.5087122
CT,Connecticut,2018,Solar,3034,41.5798637,-72.7466572
DC,District of Columbia,2018,Solar,245,38.9042429,-77.0165243
DE,Delaware,2018,Solar,584,38.9985661,-75.441644
FL,Florida,2018,Solar,37166,28.3989775,-82.5143005
GA,Georgia,2018,Solar,8063,32.6295789,-83.4235109
HI,Hawaii,2018,Solar,6163,19.8281671,-155.4950421
IA,Iowa,2018,Solar,507,42.0700227,-93.4933492
ID,Idaho,2018,Solar,2034,44.348422,-114.558854
IL,Illinois,2018,Solar,1819,40.1028754,-89.1526108
IN,Indiana,2018,Solar,1479,39.9013136,-86.2919129
KS,Kansas,2018,Solar,147,38.4985464,-98.3834298
KY,Kentucky,2018,Solar,314,37.5336844,-85.2929801
LA,Louisiana,2018,Solar,879,30.708319,-91.6046207
MA,Massachusetts,2018,Solar,10750,42.1565196,-71.4895915
MD,Maryland,2018,Solar,4366,38.9466584,-76.6744939
ME,Maine,2018,Solar,381,45.4092843,-68.666616
MI,Michigan,2018,Solar,1181,44.8441768,-85.6604907
MN,Minnesota,2018,Solar,4046,46.3159573,-94.1996043
MO,Missouri,2018,Solar,1137,38.3507508,-92.456782
MS,Mississippi,2018,Solar,1163,32.6864714,-89.6561377
MT,Montana,2018,Solar,192,47.051177,-109.6348174
NC,North Carolina,2018,Solar,21846,35.53971,-79.1308636
ND,North Dakota,2018,Solar,6,47.442174,-100.4608258
NE,Nebraska,2018,Solar,158,41.543305,-99.8118641
NH,New Hampshire,2018,Solar,442,43.6727945,-71.5841886
NJ,New Jersey,2018,Solar,11707,40.1072744,-74.6652012
NM,New Mexico,2018,Solar,5662,34.4346844,-106.131618
NV,Nevada,2018,Solar,18863,39.3310928,-116.6151469
NY,New York,2018,Solar,7472,42.9133974,-75.5962723
OH,Ohio,2018,Solar,1207,40.4149297,-82.7119975
OK,Oklahoma,2018,Solar,277,35.5900815,-97.4867789
OR,Oregon,2018,Solar,4044,43.9717125,-120.6229578
PA,Pennsylvania,2018,Solar,2385,40.9046042,-77.8275233
RI,Rhode Island,2018,Solar,466,41.596485,-71.5264901
SC,South Carolina,2018,Solar,2626,33.8741776,-80.8542639
SD,South Dakota,2018,Solar,14,44.4467957,-100.2381762
TN,Tennessee,2018,Solar,909,35.85846,-86.3496339
TX,Texas,2018,Solar,13978,31.4347032,-99.2818238
UT,Utah,2018,Solar,8993,39.3349925,-111.6563326
VA,Virginia,2018,Solar,3428,37.5222512,-78.6681938
VT,Vermont,2018,Solar,902,44.0589536,-72.6710173
WA,Washington,2018,Solar,645,47.4073238,-120.5757999
WI,Wisconsin,2018,Solar,635,44.6309071,-89.7093916
WV,West Virginia,2018,Solar,86,38.6472854,-80.6183274
WY,Wyoming,2018,Solar,26,42.9896591,-107.5443922
AK,Alaska,2019,Solar,17,63.347356,-152.8397334
AL,Alabama,2019,Solar,1435,32.7395785,-86.8434469
AR,Arkansas,2019,Solar,906,34.8955256,-92.4446262
AZ,Arizona,2019,Solar,30137,34.2039362,-111.6063449
CA,California,2019,Solar,166707,37.1551773,-119.5434183
CO,Colorado,2019,Solar,6609,38.9937669,-105.5087122
CT,Connecticut,2019,Solar,3487,41.5798637,-72.7466572
DC,District of Columbia,2019,Solar,354,38.9042429,-77.0165243
DE,Delaware,2019,Solar,648,38.9985661,-75.441644
FL,Florida,2019,Solar,43110,28.3989775,-82.5143005
GA,Georgia,2019,Solar,8751,32.6295789,-83.4235109
HI,Hawaii,2019,Solar,6732,19.8281671,-155.4950421
IA,Iowa,2019,Solar,638,42.0700227,-93.4933492
ID,Idaho,2019,Solar,2122,44.348422,-114.558854
IL,Illinois,2019,Solar,2123,40.1028754,-89.1526108
IN,Indiana,2019,Solar,1687,39.9013136,-86.2919129
KS,Kansas,2019,Solar,198,38.4985464,-98.3834298
KY,Kentucky,2019,Solar,360,37.5336844,-85.2929801
LA,Louisiana,2019,Solar,920,30.708319,-91.6046207
MA,Massachusetts,2019,Solar,11494,42.1565196,-71.4895915
MD,Maryland,2019,Solar,5097,38.9466584,-76.6744939
ME,Maine,2019,Solar,436,45.4092843,-68.666616
MI,Michigan,2019,Solar,1369,44.8441768,-85.6604907
MN,Minnesota,2019,Solar,4832,46.3159573,-94.1996043
